bank,comment,rating,source,time,target,language
PayMe,"Once choose to login via mobile number, need to wait for the SMS each time when login. It’s inconvenient for people who travels. 
In addition, there are three ways to login the account. Once choose a way to login, and there’s no way to change the other way again!",1,AppStore,13/06/2018 10:22,HK Bank,en
AlipayHK,Impossible to reduce the size of the "pay" qr code so sometimes merchant readers cannot read it. 4 times out of 5 I can't pay with Alipay at Mcdonald HK for instance. Wondering why there isn't such issue with Alipay China on which the qr code is much smaller...,1,GooglePlay,26-Jun-19,HK Bank,en
BOC,"One star is one star too many!!! Disgraceful to the I.T. profession, did the budget run out before testing? And why would BOC pay for this update release? And the fact they can't be bothered to fix the mess...well I got better things to do with my money....see ya",1,GooglePlay,15-Dec-16,HK Bank,en
PayMe,"I used this App 2/3 times and it went well ! Recently after a new version, the app didn't recognised my password. So I renew it ... worked for one day and then keep asking me to renew my password again and ... endless Error message ! Crap !
 ----------------------------------------------------------------------------------------- 
 ",4,AppStore,19/04/2017 15:26,HK Bank,en
BEA,I use the app once or twice a month to check my credit card balance... it always ask me update and then ask me the login name and password again which is stupid as I registered finger print such that I don’t need to remember the user name and password.,1,AppStore,27/01/2019 13:46,HK Bank,en
Citibank HK,"Citi bank is awful. While forcing us to switch to electronic statements, this app have bugs and does not give me my statement ! Sooo I have NO STATEMENT and am worrying about late charge and extra works !
(Ps I am already having the most updated version !)
 ----------------------------------------------------------------------------------------- 
 ",1,AppStore,23/06/2019 04:41,HK Bank,en
Heng Seng Bank,Open the apps first time and took me a while to find where to log in e banking. It was hiding under the menu at the left upper corner and hard to find. It was not working over the last few days and much longer than apps from other bank.,1,AppStore,14/07/2018 16:03,HK Bank,en
SC Mobile Hong Kong,"Hate this new app. Wondered how much resource you spent on this app. Absolutely poor job. After so called new upgraded, the app crashes all the time, stuck, timeout, lots of bugs.......why dont you hire a few IT guys from the Red coloured bank. You guys are year behind them.",1,AppStore,02/10/2018 23:05,HK Bank,en
AlipayHK,"This app has a serious problem. Right after logging in, it insists on inputting a taobao payment pin which I don't have. I basically cannot access my account. Calling their help hotline will get you listening to pre-recorded messages which did not help at all. Poor app + poor service.",1,GooglePlay,30-Nov-18,HK Bank,en
PayMe,"not intuitive and confusing 1, crazy prompts for allow notifications 2, force to link a card for any payment 3, laisee function is ridiculous and cause me click one more time for payment 4, the cross button in the payment page is so confusing. its kinda like cancelling the payment",1,GooglePlay,"April 10, 2019",HK Bank,en
HSBC HK,After activate my mobile security function sucessfully unable to show log in page. Now i cant use my online banking as i need to generate security through this useless app and cant even get back to traditional security device as it is deactivated after the mobile one is activated. Angry.,1,GooglePlay,08-Dec-18,HK Bank,en
HSBC HK,"Forced to change to this app, extremely slow and always no respond. Worst thing is ... All the important information (e.g. your name, account balance) are in LARGER fonts! I don't really want to share these information to anyone spotted my screen. I am going to cancel my HSBC account.",1,GooglePlay,27-May-17,HK Bank,en
HSBC HK,"I think it is too clumsy to divide the premier centers into 3 sectors. I think 2 is enough. E.g. after choosing Hong Kong island, all the centers can be shown for choosing. In fact there are just not too many premier centers in one area of HK Kowloon and NT.",3,AppStore,07/06/2018 01:00,HK Bank,en
BEA,"I can’t login to my ebanking, because when I am trying to enter my password and I click the password textfield, the app will jump to the main page. I can’t login successfully. Moreover, It’s always keep loading the page when I am trying to switch on the Biometric authentication function.",1,AppStore,16/07/2019 22:22,HK Bank,en
HSBC HK,"I mean did you guys really tested your service before revamp? 

It is totally confusing, it is totally hard to use compare to the old version! (Web and App).

Stop letting a fresh grad programmer design your service, get some real application designer to test your product and service before launch!",1,AppStore,29/09/2017 19:49,HK Bank,en
Citibank HK,"Locked me out of the app after claiming I've input the password incorrectly. So I reset my password, and put in the same password which I swear I always had, and it tells me that you cannot use the same password you've previously registered. So was clearly entering the correct password...",1,GooglePlay,05-Jun-19,HK Bank,en
HSBC HK,"As an IT person, I can say this is one of the worst app I installed on my phone. Uninstalled after first use. This App together with the mobile security key is a complete failure. Shame on HSBC to produce such a bad quality app. The reward+ app feels much better.",1,GooglePlay,14-May-19,HK Bank,en
HSBC HK,"Poor implementation! As you repel users from accessing the app from a rooted phone, why don't you repel also PC users with administrative rights? Usually users with rooted phone are techies, they concern security much more than normal users, I really don't see the point to repel users with rooted phones!",1,GooglePlay,"April 19, 2017",HK Bank,en
PayMe,"Find personal privacy lacking. I can see my Friends paying my other friends or transactions between others. Why? I would rather not see who is owing money to who. It is none of my business. Also, why always take money from my credit card and not my account? Not that impressed yet.",2,GooglePlay,05-Jul-18,HK Bank,en
HSBC HK,Why on earth do all banking apps not update in the background like in any other app? So when you come to do a transaction which you want to get done quickly and you're not using Wi-Fi you then have to sit their use up data and waste a load of time.,2,GooglePlay,04-Dec-18,HK Bank,en
HSBC HK,"When I want to set Touch ID function by setting new new password, every time it says my password does not have number and alphabet which i have... can never set up Touch ID I don’t know why. I tried many different combination of numbers and alphabets since doesn’t work.. very frustrated.",1,AppStore,23/11/2017 18:01,HK Bank,en
PayMe,"After last update, i got error msg, ‘something went wrong’ every time i launch the app pr perform a payment there. It’s very confusing cause in the end the payment was processed already. 
This app is very unstable i have to say, and. Not acceptable for a app dealing with money.
 ----------------------------------------------------------------------------------------- 
 ",1,AppStore,03/09/2019 15:34,HK Bank,en
PayMe,"When there are no problem, you will enjoy the app. When there is a problem, the PayMe team is slow and when they do reply, they ask you irrelevant questions instead of tackling the issue you encountered.

I encountered a problem 3 days ago and the issue was not processed even now.",1,AppStore,11/01/2019 00:55,HK Bank,en
